phase,supervision_mode,architecture,epoch,nominal_parameter_count,trainable_parameter_count,gradient_receiving_parameter_count,active_team_rows,module_Z_base_nominal_parameter_count,module_Z_base_trainable_parameter_count,module_Z_base_gradient_receiving_parameter_count,module_prediction_heads_nominal_parameter_count,module_prediction_heads_trainable_parameter_count,module_prediction_heads_gradient_receiving_parameter_count,module_sab_nominal_parameter_count,module_sab_trainable_parameter_count,module_sab_gradient_receiving_parameter_count,module_pma_nominal_parameter_count,module_pma_trainable_parameter_count,module_pma_gradient_receiving_parameter_count,module_cross_nominal_parameter_count,module_cross_trainable_parameter_count,module_cross_gradient_receiving_parameter_count
development,official-total-core,full-match,78,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,79,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,80,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,81,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,82,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,83,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,84,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,85,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,86,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,87,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,88,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,89,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,90,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,91,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,92,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,93,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,94,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,95,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,96,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,97,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,98,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,99,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
development,official-total-core,full-match,100,64145,64145,64145,3625,58480,58480,58480,561,561,561,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,1696.0,1696.0,1696.0
refit,phase-core,additive,1,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,2,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,3,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,4,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,5,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,6,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,7,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,8,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,9,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,10,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,11,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,12,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,13,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,14,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,15,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,16,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,17,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,18,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,19,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,20,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,21,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,22,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,23,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,24,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,25,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,26,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,27,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,28,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,29,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,30,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,31,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,32,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,33,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,34,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,35,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,36,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,37,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,38,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,39,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,40,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,41,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,42,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,43,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,44,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,45,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,46,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,47,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,48,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,49,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,50,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,51,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,52,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,53,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,54,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,55,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,56,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,57,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,58,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,59,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,60,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,61,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,62,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,63,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,64,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,65,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,66,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,67,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,68,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,69,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,70,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,71,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,72,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,73,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,74,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,75,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,76,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,77,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,78,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,79,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,80,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,81,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,82,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,83,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,84,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,85,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,86,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,87,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,88,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,89,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,90,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,91,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,92,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,93,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,94,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,95,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,96,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,97,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,98,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,99,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,additive,100,58722,58722,58722,3654,58672,58672,58672,50,50,50,,,,,,,,,
refit,phase-core,teammate-set,1,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,2,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,3,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,4,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,5,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,6,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,7,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,8,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,9,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,10,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,11,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,12,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,13,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,14,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,15,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,16,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,17,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,18,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,19,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,20,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,21,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,22,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,23,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,24,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,25,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,26,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,27,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,28,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,29,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,30,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,31,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,32,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,33,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,34,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,35,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,36,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,37,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,38,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,39,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,40,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,41,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,42,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,43,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,44,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,45,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,46,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,47,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,48,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,49,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,50,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,51,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,52,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,53,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,54,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,55,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,56,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,57,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,58,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,59,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,60,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,61,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,62,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,63,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,64,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,65,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,66,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,67,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,68,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,69,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,70,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,71,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,72,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,73,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,74,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,75,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,76,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,77,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,78,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,79,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,80,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,81,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,82,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,83,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,84,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,85,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,86,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,87,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,88,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
refit,phase-core,teammate-set,89,62658,62658,62658,3654,58672,58672,58672,578,578,578,1696.0,1696.0,1696.0,1712.0,1712.0,1712.0,,,
